,ntsb_no_x,ev_date,ev_city,ev_state,ev_country,ev_year,ev_month,inj_tot_f,inj_tot_m,inj_tot_s,inj_tot_t,dec_latitude,dec_longitude,far_part,damage,acft_make,acft_model,Year,Hours,Accidents
0,NYC94FA082,5/17/1994,SWANTON,OH,USA,1994,5,2,0,0,2,41.580265000000004,-83.890632,91,DEST,MOONEY,M20K,1990.0,"30,763",7.3
1,NYC94FA128,7/16/1994,TREMONT CITY,OH,USA,1994,7,4,0,0,4,40.019462,-83.839935,91,DEST,CESSNA,K172R,1990.0,"30,763",7.3
2,NYC95FA027,11/17/1994,BROADVIEW HTS,OH,USA,1994,11,1,0,0,1,41.299704999999996,-81.610618,91,DEST,CESSNA,195A,1990.0,"30,763",7.3
3,NYC95FA033,11/22/1994,DOYLESTOWN,PA,USA,1994,11,1,0,1,2,40.320198,-75.060546,91,SUBS,PIPER,PA-28-181,1990.0,"30,763",7.3
4,LAX96LA240,6/21/1996,PAGE,AZ,USA,1996,6,1,0,0,1,36.679702,-111.409301,91,DEST,Experimental,MINI MUSTANG,1996.0,"26,909",7.1
5,ANC93FA027,1/18/1993,TELLER,AK,USA,1993,1,1,0,0,1,65.249252,-166.359237,91,DEST,CESSNA,310,1990.0,"30,763",7.3
6,ATL93FA046,1/3/1993,FT. BRAGG,NC,USA,1993,1,2,0,0,2,35.129894,-78.999145,91,DEST,BEECH,A23,1990.0,"30,763",7.3
7,BFO93FA050,1/15/1993,LIGONIER,PA,USA,1993,1,2,0,0,2,40.240848,-79.230987,91,DEST,PIPER,PA-32-300,1990.0,"30,763",7.3
8,FTW93FA072,1/19/1993,DIXIE INN,LA,USA,1993,1,3,0,0,3,32.599540000000005,-93.860778,91,DEST,BEECH,V35B,1990.0,"30,763",7.3
9,DEN93FA032,3/13/1993,ENGLEWOOD,CO,USA,1993,3,2,0,3,5,39.700503999999995,-105.04078600000001,91,SUBS,BEECH,A36,1990.0,"30,763",7.3
10,NYC93FA079,4/10/1993,NORTH BENTON,OH,USA,1993,4,2,0,0,2,41.020648,-80.929214,91,DEST,Aerotek,PITTS S-2B,1990.0,"30,763",7.3
11,SEA93FA091,4/4/1993,GOLD BAR,WA,USA,1993,4,4,0,0,4,47.860820000000004,-121.65998799999998,91,SUBS,LAKE,LA-4-200,1990.0,"30,763",7.3
12,NYC94FA004,10/6/1993,EAST HAMPTON,NY,USA,1993,10,2,0,0,2,40.950973,-72.189842,91,DEST,PIPER,PA-23-250,1990.0,"30,763",7.3
13,ATL92FA040,1/16/1992,COLUMBIA,SC,USA,1992,1,2,0,0,2,33.989276000000004,-81.00064,91,SUBS,CESSNA,140,1990.0,"30,763",7.3
14,ATL92LA034,1/8/1992,MEMPHIS,TN,USA,1992,1,1,0,0,3,35.170921,-89.860809,91,,CESSNA,177B,1990.0,"30,763",7.3
15,CHI92DCJ01,1/5/1992,ASHBY,NE,USA,1992,1,2,0,0,2,42.019816999999996,-101.930824,91,SUBS,PIPER,PA-18-125,1990.0,"30,763",7.3
16,CHI92FA066,1/2/1992,MOSINEE,WI,USA,1992,1,1,0,0,1,44.779926,-89.68003,91,DEST,PIPER,PA-31P,1990.0,"30,763",7.3
17,CHI92FA084,1/31/1992,SWANTON,OH,USA,1992,1,3,0,0,3,41.580677,-83.890464,91,DEST,PIPER,PA-31T,1990.0,"30,763",7.3
18,DEN92FA024,1/4/1992,STEAMBOAT SPGS,CO,USA,1992,1,3,1,4,9,40.469093,-106.820976,91,DEST,CESSNA,421B,1990.0,"30,763",7.3
19,FTW92FA061,1/29/1992,OKLAHOMA CITY,OK,USA,1992,1,1,0,2,3,35.520465,-97.44097099999999,91,SUBS,BELLANCA,17-30,1990.0,"30,763",7.3
20,FTW92FA064,2/1/1992,BARTLESVILLE,OK,USA,1992,2,2,0,0,2,36.729972,-96.069641,91,DEST,CESSNA,182,1990.0,"30,763",7.3
21,FTW92LA054,1/4/1992,SAN MARCOS,TX,USA,1992,1,2,0,0,2,29.880005999999998,-97.91935699999999,91,DEST,ALVIN D. CAMPBELL,KR-2,1990.0,"30,763",7.3
22,LAX92FA078,1/3/1992,FLAGSTAFF,AZ,USA,1992,1,2,0,0,2,35.229923,-111.72058100000001,91,DEST,CESSNA,182R,1990.0,"30,763",7.3
23,LAX92FA082,1/5/1992,MAMMOTH LAKES,CA,USA,1992,1,4,0,2,6,37.579914,-118.84013300000001,91,DEST,CESSNA,421C,1990.0,"30,763",7.3
24,LAX92FA094,1/19/1992,SANTA MONICA,CA,USA,1992,1,2,0,0,2,34.009311,-118.460945,91,DEST,MOONEY,M-20-C,1990.0,"30,763",7.3
25,LAX92LA093,1/14/1992,HONOLULU,HI,USA,1992,1,5,0,0,5,21.349384,-157.88008100000002,91,DEST,CESSNA,310Q,1990.0,"30,763",7.3
26,LAX92LA105,1/28/1992,AUSTIN,NV,USA,1992,1,1,0,0,1,43.709243,-116.179748,91,SUBS,CESSNA,170B,1990.0,"30,763",7.3
27,MIA92FA058,1/11/1992,LANTANA,FL,USA,1992,1,1,0,0,1,26.580743,-80.070564,91,DEST,CESSNA,402B,1990.0,"30,763",7.3
28,MIA92FA059,1/11/1992,LAKE ALFRED,FL,USA,1992,1,2,0,0,2,28.089296,-81.719879,91,DEST,CESSNA,150L,1990.0,"30,763",7.3
29,MIA92FA070,1/29/1992,MOORE HAVEN,FL,USA,1992,1,3,0,0,3,26.830463,-81.09050699999999,91,DEST,CESSNA,337,1990.0,"30,763",7.3
30,MIA92LA054,1/4/1992,HOLLY SPRINGS,MS,USA,1992,1,1,0,0,1,34.769084,-89.440338,91,DEST,SMITH/DAVIS,DA-2A,1990.0,"30,763",7.3
31,MIA92LA057,1/8/1992,LAMAR,MS,USA,1992,1,1,0,0,1,34.910892,-89.31098100000001,91,DEST,WALTER R. PENNEY,VARI-EZE,1990.0,"30,763",7.3
32,SEA92FA041,1/30/1992,GOLD BAR,WA,USA,1992,1,2,0,0,2,47.860271000000004,-121.659774,91,DEST,PIPER,PA-23-180,1990.0,"30,763",7.3
33,SEA92FA105,1/30/1992,GARRISON,MT,USA,1992,1,1,0,0,1,46.589839000000005,-112.82959699999999,91,DEST,CESSNA,182R,1990.0,"30,763",7.3
34,SEA92LA039,1/14/1992,HANSVILLE,WA,USA,1992,1,1,0,0,1,47.910087,-122.570571,91,DEST,Ercoupe (Eng & Research Corp.),415-C,1990.0,"30,763",7.3
35,CHI92DCD01,2/3/1992,BOONE,IA,USA,1992,2,1,0,0,1,42.050132,-93.870506,91,DEST,RAYMOND BRISTOW,RAND KR-2,1990.0,"30,763",7.3
36,CHI92FAMS1,2/3/1992,BENTON HARBOR,MI,USA,1992,2,2,0,0,2,42.110946000000006,-86.440238,91,DEST,BEECH,95-BE55,1990.0,"30,763",7.3
37,FTW92FA068,2/11/1992,DARROUZETT,TX,USA,1992,2,2,0,0,2,36.44083,-100.319221,91,DEST,CESSNA,210G,1990.0,"30,763",7.3
38,LAX92FA112,2/7/1992,N. PALM SPRINGS,CA,USA,1992,2,2,0,0,2,33.92078,-116.56093500000001,91,DEST,CESSNA,150H,1990.0,"30,763",7.3
39,LAX92FA120,2/17/1992,BIG BEAR,CA,USA,1992,2,7,0,0,7,34.259597,-116.84024,91,DEST,PIPER,PA-31T-II,1990.0,"30,763",7.3
40,LAX92FA121,2/22/1992,AGUA DULCE,CA,USA,1992,2,1,0,0,1,34.429412,-118.50978,91,DEST,GRUMMAN AMERICAN,AA1B,1990.0,"30,763",7.3
41,LAX92FA130,2/29/1992,SAN YSIDRO,CA,USA,1992,2,2,0,0,2,32.549839,-117.04022900000001,91,DEST,CESSNA,150M,1990.0,"30,763",7.3
42,LAX92GA128,2/26/1992,LAKE HUGHES,CA,USA,1992,2,2,0,0,2,34.68983,-118.519912,91,DEST,CESSNA,T210N,1990.0,"30,763",7.3
43,LAX92LA365,2/23/1992,POINT REYES STN,CA,USA,1992,2,2,0,0,2,37.699718,-122.07936799999999,91,DEST,Christen Industries,EAGLE II,1990.0,"30,763",7.3
44,NYC92FA061,2/16/1992,WHEELING,WV,USA,1992,2,1,0,1,2,40.070457,-80.68916999999999,91,DEST,MOONEY,M20K,1990.0,"30,763",7.3
45,SEA92FA049,2/17/1992,PULLMAN,WA,USA,1992,2,2,0,0,2,47.120452,-122.249816,91,DEST,CESSNA,150M,1990.0,"30,763",7.3
46,SEA92LA044,2/8/1992,DIXON,WY,USA,1992,2,2,0,0,2,41.030071,-107.5298,91,DEST,LOCKHEED,P2V-7,1990.0,"30,763",7.3
47,ATL92FA053,3/2/1992,N TOPSAIL BEACH,NC,USA,1992,3,2,0,2,4,34.489677,-77.550514,91,SUBS,CESSNA,172P,1990.0,"30,763",7.3
48,ATL92LA067,3/22/1992,BARNWELL,SC,USA,1992,3,0,0,0,4,33.239387,-81.360839,91,MINR,CESSNA,182,1990.0,"30,763",7.3
49,ATL92LA068,3/16/1992,WILLACOOCHEE,GA,USA,1992,3,1,0,0,1,31.340148,-83.040283,91,SUBS,MAXAIR,582,1990.0,"30,763",7.3
50,BFO92FA031,3/6/1992,FREDERICK,MD,USA,1992,3,2,0,0,2,39.419445,-77.409637,91,DEST,CESSNA,210K,1990.0,"30,763",7.3
51,BFO92FA032,3/6/1992,SANDSTON,VA,USA,1992,3,2,0,0,2,37.510143,-77.270629,91,DEST,PIPER,PA-23-250,1990.0,"30,763",7.3
52,BFO92FA038,3/14/1992,NORFOLK,VA,USA,1992,3,2,0,2,4,36.909946000000005,-76.329406,91,DEST,CESSNA,182A,1990.0,"30,763",7.3
53,BFO92FA044,3/19/1992,ACCOKEEK,MD,USA,1992,3,2,0,0,2,38.66912,-77.010116,91,DEST,CESSNA,172P,1990.0,"30,763",7.3
54,CHI92DCJ02,3/15/1992,GRANT,NE,USA,1992,3,2,0,0,2,40.840484000000004,-101.719627,91,SUBS,Extra Flugzeugbau,300,1990.0,"30,763",7.3
55,CHI92FA110,3/11/1992,SUPERIOR,WI,USA,1992,3,2,0,0,2,46.670097,-92.080253,91,DEST,CESSNA,310R,1990.0,"30,763",7.3
56,CHI92FA120,4/1/1992,PORT WASHINGTON,WI,USA,1992,4,2,0,0,2,43.389293,-87.870475,91,DEST,CESSNA,182,1990.0,"30,763",7.3
57,DEN92DTE01,3/29/1992,BENNETT,CO,USA,1992,3,2,0,0,2,39.75011,-104.42059300000001,91,DEST,Vans Aircraft,RV-4,1990.0,"30,763",7.3
58,DEN92FA040,3/5/1992,NEW CASTLE,CO,USA,1992,3,6,0,0,6,39.580799,-107.529724,91,DEST,MITSUBISHI,MU-2B-60,1990.0,"30,763",7.3
59,DEN92FA045,3/31/1992,LARKSPUR,CO,USA,1992,3,1,0,3,4,39.180702000000004,-104.88928899999999,91,DEST,CESSNA,T210N,1990.0,"30,763",7.3
60,LAX92FA135,3/4/1992,WILLIAMS,AZ,USA,1992,3,2,0,0,2,35.370605,-112.25953600000001,91,DEST,CESSNA,150,1990.0,"30,763",7.3
61,LAX92FA141,3/16/1992,REDDING,CA,USA,1992,3,2,0,0,2,40.679561,-122.249923,91,DEST,MOONEY,M20C,1990.0,"30,763",7.3
62,LAX92FA151,3/27/1992,LEBEC,CA,USA,1992,3,1,0,0,1,34.86087,-118.870071,91,DEST,PIPER,PA 28-236,1990.0,"30,763",7.3
63,LAX92LA153,3/27/1992,PAYSON,AZ,USA,1992,3,2,0,0,2,34.18946,-111.169723,91,DEST,BEECH,F33A,1990.0,"30,763",7.3
64,MIA92FA099,3/16/1992,ABERDEEN,MS,USA,1992,3,1,0,0,1,33.820246999999995,-88.549949,91,DEST,PIPER,PA-32-300,1990.0,"30,763",7.3
65,MIA92LA096,3/11/1992,OKEECHOBEE,FL,USA,1992,3,2,0,0,2,27.239345,-80.820953,91,DEST,"ANKERMAN, DONALD L.",SX300,1990.0,"30,763",7.3
66,SEA92FA061,3/16/1992,WINTHROP,WA,USA,1992,3,1,0,1,2,48.499584000000006,-120.32961999999999,91,DEST,Ercoupe (Eng & Research Corp.),415-D,1990.0,"30,763",7.3
67,SEA92LA057,3/8/1992,BILLINGS,MT,USA,1992,3,2,0,0,2,45.759634999999996,-108.57009099999999,91,DEST,ROBERT L. RICE,DAVIS DA-2A,1990.0,"30,763",7.3
68,ANC92LA056,4/1/1992,KALSKAG,AK,USA,1992,4,2,0,0,2,61.609095999999994,-160.20031699999998,91,SUBS,CESSNA,150,1990.0,"30,763",7.3
69,ATL92FA076,4/12/1992,YOUNG HARRIS,GA,USA,1992,4,2,0,0,2,34.590694,-83.760643,91,DEST,PIPER,PA-28-140,1990.0,"30,763",7.3
70,ATL92FA090,4/26/1992,BURNSVILLE,NC,USA,1992,4,2,0,0,2,35.910312,-82.289222,91,DEST,BELLANCA,17-30A,1990.0,"30,763",7.3
71,ATL92FA091,4/26/1992,GATLINBURG,TN,USA,1992,4,1,0,0,1,35.720333000000004,-83.489418,91,DEST,CESSNA,310R,1990.0,"30,763",7.3
72,BFO92FA050,4/29/1992,ADAMSTOWN,MD,USA,1992,4,1,0,0,1,39.289634,-77.44961500000001,91,DEST,MOONEY,M20E,1990.0,"30,763",7.3
73,CHI92FA119,4/1/1992,BROWNTOWN,WI,USA,1992,4,1,0,0,1,42.569808,-89.790252,91,DEST,CESSNA,172H,1990.0,"30,763",7.3
74,CHI92FA127,4/13/1992,KELLYVILLE,OK,USA,1992,4,1,0,0,1,35.940146999999996,-96.210388,91,DEST,CESSNA,172P,1990.0,"30,763",7.3
75,FTW92DPD01,4/19/1992,FORT WORTH,TX,USA,1992,4,1,0,0,1,32.910078999999996,-97.429611,91,SUBS,EICHBLATT,X-5,1990.0,"30,763",7.3
76,FTW92LA113,4/11/1992,LAWTON,OK,USA,1992,4,1,0,1,2,34.800319,-98.630119,91,SUBS,BOEING,A75N1,1990.0,"30,763",7.3
77,LAX92FA160,4/2/1992,ARCATA,CA,USA,1992,4,2,0,0,2,40.799869,-124.14922299999999,91,DEST,CESSNA,182P,1990.0,"30,763",7.3
78,LAX92FA161,4/3/1992,PARADISE,CA,USA,1992,4,1,0,1,2,39.740348,-121.609466,91,DEST,BEECH,A33,1990.0,"30,763",7.3
79,LAX92FA172,4/13/1992,PLACERVILLE,CA,USA,1992,4,2,0,0,2,38.729999,-120.79991899999999,91,DEST,PIPER,PA-28R-200,1990.0,"30,763",7.3
80,LAX92FA185,4/24/1992,LONG BEACH,CA,USA,1992,4,2,0,0,2,33.819946,-118.11008400000001,91,DEST,BEECH,S35,1990.0,"30,763",7.3
81,LAX92FA188,4/26/1992,RENO,NV,USA,1992,4,3,0,0,3,39.519363,-119.80951599999999,91,DEST,BEECH,35,1990.0,"30,763",7.3
82,LAX92LA167,4/4/1992,COMPTON,CA,USA,1992,4,1,0,0,1,33.869201000000004,-118.209098,91,DEST,Bede Aircraft,BD-5,1990.0,"30,763",7.3
83,MIA92LA113,4/22/1992,ST. AUGUSTINE,FL,USA,1992,4,1,0,0,1,29.890771,-81.31017299999999,91,DEST,PIPER,PA-18-150,1990.0,"30,763",7.3
84,NYC92FA073,4/5/1992,PARIS,OH,USA,1992,4,1,0,2,3,40.799713,-81.15053499999999,91,SUBS,PIPER,PA-28-140,1990.0,"30,763",7.3
85,NYC92FA078,4/12/1992,NARROWS,VA,USA,1992,4,4,0,0,4,37.330718,-80.79914000000001,91,DEST,PIPER,PA-28R-200,1990.0,"30,763",7.3
86,SEA92FA075,4/12/1992,ENGLEWOOD,CO,USA,1992,4,5,0,0,5,39.579105,-104.860702,91,DEST,CESSNA,172P,1990.0,"30,763",7.3
87,SEA92FA077,4/14/1992,BRIGGSDALE,CO,USA,1992,4,2,0,2,4,40.630245,-104.320747,91,DEST,PIPER,PA-28R-201T,1990.0,"30,763",7.3
88,SEA92LA074,4/11/1992,HARRISBURG,OR,USA,1992,4,1,0,0,1,44.269003999999995,-123.05023899999999,91,DEST,MOORE,SONERAI 1,1990.0,"30,763",7.3
89,ANC92FAMS2,5/4/1992,YAKUTAT,AK,USA,1992,5,5,0,0,5,59.510162,-139.710556,91,DEST,CESSNA,340,1990.0,"30,763",7.3
90,ATL92FA107,5/23/1992,WETUMPKA,AL,USA,1992,5,1,0,1,2,32.54058,-86.20079,91,SUBS,MAULE,M-5-210C,1990.0,"30,763",7.3
91,ATL92FA108,5/24/1992,CHEROKEE,NC,USA,1992,5,3,0,0,3,35.469665,-83.309722,91,DEST,CESSNA,172B,1990.0,"30,763",7.3
92,ATL92LA099,5/9/1992,SAMBURG,TN,USA,1992,5,1,0,1,2,36.379714,-89.350234,91,SUBS,CESSNA,150G,1990.0,"30,763",7.3
93,ATL92LA104,5/20/1992,ELBA,AL,USA,1992,5,1,0,0,1,31.409471000000003,-86.070564,91,DEST,CESSNA,188,1990.0,"30,763",7.3
94,BFO92FA058,5/10/1992,LUSBY,MD,USA,1992,5,3,0,0,3,38.409991999999995,-76.450286,91,DEST,CESSNA,177,1990.0,"30,763",7.3
95,BFO92FA064,5/16/1992,MADISON,VA,USA,1992,5,2,0,0,2,38.370014000000005,-78.250976,91,DEST,BEECH,65,1990.0,"30,763",7.3
96,CHI92FA142,5/10/1992,HARVARD,IL,USA,1992,5,2,0,0,2,42.420269,-88.610534,91,DEST,TAYLORCRAFT,F19,1990.0,"30,763",7.3
97,CHI92FA145,5/10/1992,ARNOLD,NE,USA,1992,5,3,0,0,3,41.419059000000004,-100.190704,91,DEST,PIPER,PA-18,1990.0,"30,763",7.3
98,CHI92LA154,5/20/1992,ROBINSON,IL,USA,1992,5,1,0,0,1,38.999801,-87.740646,91,SUBS,CESSNA,150H,1990.0,"30,763",7.3
99,DEN92IA050,5/4/1992,DENVER,CO,USA,1992,5,1,0,0,62,39.75922,-104.91911999999999,121,,BOEING,757-222,1990.0,"30,763",7.3
100,FTW92FA127,5/9/1992,RICHMOND,TX,USA,1992,5,2,0,0,2,29.580852,-95.760437,91,DEST,NANCHANG,YAK-18A,1990.0,"30,763",7.3
101,LAX92FA201,5/6/1992,CAMARILLO,CA,USA,1992,5,3,0,0,3,34.230552,-119.069496,91,DEST,PIPER,PA-32-301,1990.0,"30,763",7.3
102,LAX92FA204,5/7/1992,CUCAMONGA,CA,USA,1992,5,3,0,0,3,34.000606,-117.67945,91,DEST,PIPER,PA-28-181,1990.0,"30,763",7.3
103,LAX92FA211,5/19/1992,CHANDLER,AZ,USA,1992,5,2,0,0,2,33.239329999999995,-111.78086,91,SUBS,TAYLORCRAFT,BL,1990.0,"30,763",7.3
104,LAX92FA212,5/21/1992,COTTONWOOD,AZ,USA,1992,5,2,0,0,2,34.750961,-112.010047,91,DEST,CESSNA,150,1990.0,"30,763",7.3
105,LAX92FA220,5/27/1992,AVALON,CA,USA,1992,5,2,0,0,2,33.379173,-118.45081299999998,91,DEST,BEECH,S-35,1990.0,"30,763",7.3
106,LAX92LA228,5/31/1992,STRAWBERRY,AZ,USA,1992,5,1,0,0,1,34.190414000000004,-111.16950200000001,91,DEST,CESSNA,172RG,1990.0,"30,763",7.3
107,LAX92LA386,5/2/1992,AVALON,CA,USA,1992,5,1,0,0,1,33.379703000000006,-118.45059199999999,91,DEST,BEECH,A36,1990.0,"30,763",7.3
108,MIA92FA121,5/3/1992,ODESSA,FL,USA,1992,5,3,0,0,3,28.129056,-82.5895,91,DEST,CESSNA,310Q,1990.0,"30,763",7.3
109,MIA92FA127,5/30/1992,CLEWISTON,FL,USA,1992,5,1,0,0,1,26.750653999999997,-80.929405,91,DEST,CESSNA,172-H,1990.0,"30,763",7.3
110,SEA92FA113,5/21/1992,ST. IGNATIUS,MT,USA,1992,5,4,0,0,4,47.320552,-114.019805,91,DEST,CESSNA,177B,1990.0,"30,763",7.3
111,SEA92FA114,5/22/1992,EATONVILLE,WA,USA,1992,5,1,0,0,1,46.860481,-122.250823,91,DEST,CESSNA,172B,1990.0,"30,763",7.3
112,SEA92LA102,5/17/1992,DAVENPORT,WA,USA,1992,5,1,0,0,1,47.670619,-118.18959,91,DEST,BEECH,S35,1990.0,"30,763",7.3
113,ANC92LA085,6/3/1992,SUCKLING HILLS,AK,USA,1992,6,1,0,0,1,60.789352,-145.610168,91,SUBS,TAYLORCRAFT,F-19,1990.0,"30,763",7.3
114,ATL92FA111,6/1/1992,LAKE WACCAMAW,NC,USA,1992,6,1,0,0,2,34.309101,-78.51035999999999,91,SUBS,CESSNA,152,1990.0,"30,763",7.3
115,CHI92DCA03,6/28/1992,MOKANE,MO,USA,1992,6,1,0,0,1,38.670158,-91.870689,91,DEST,PIPER,PA-28-180,1990.0,"30,763",7.3
116,CHI92FA161,6/2/1992,ALMONT,MI,USA,1992,6,2,0,0,2,42.92004,-83.040222,91,DEST,CESSNA,177B,1990.0,"30,763",7.3
117,CHI92FA169,6/11/1992,BLOOMINGTON,IL,USA,1992,6,1,0,0,1,40.470321000000006,-88.969169,91,DEST,MOONEY,M20J,1990.0,"30,763",7.3
118,CHI92FA170,6/12/1992,SHEBOYGAN FALLS,WI,USA,1992,6,2,0,0,2,43.719573,-87.81996099999999,91,DEST,GATES LEARJET,25B,1990.0,"30,763",7.3
119,CHI92FA183,6/17/1992,TROY,MI,USA,1992,6,1,0,0,1,42.559993,-83.18051899999999,91,DEST,PIPER,PA-28-180D,1990.0,"30,763",7.3
120,CHI92LA175,6/13/1992,BRAINERD,MN,USA,1992,6,1,0,0,1,46.350666,-94.189125,91,DEST,CHAMPION,7GCAA,1990.0,"30,763",7.3
121,DEN92FA064,6/25/1992,ALAMAGORDO,NM,USA,1992,6,6,0,0,6,32.840625,-106.07936799999999,91,DEST,MITSUBISHI,MU-2B-30,1990.0,"30,763",7.3
122,DEN92LA055,6/7/1992,AURORA,CO,USA,1992,6,1,0,0,1,39.750476,-104.59979200000001,91,DEST,TAKEMOTO,KR-2,1990.0,"30,763",7.3
123,FTW92FA145,6/1/1992,EL CAMPO,TX,USA,1992,6,4,0,0,4,29.189908000000003,-96.270439,91,DEST,BELLANCA,17-30A,1990.0,"30,763",7.3
124,FTW92FA163,6/17/1992,BETHANY,OK,USA,1992,6,1,0,0,1,35.500648,-97.63938900000001,91,DEST,PIPER,PA-28R-180,1990.0,"30,763",7.3
125,FTW92FA165,6/20/1992,ADDISON,TX,USA,1992,6,2,0,0,2,32.969055,-96.799644,91,SUBS,PIPER,J3C-65,1990.0,"30,763",7.3
126,FTW92FA169,6/25/1992,KONAWA,OK,USA,1992,6,1,0,0,1,34.950294,-96.749404,91,DEST,Rockwell,690B,1990.0,"30,763",7.3
127,LAX92FA236,6/5/1992,SYLMAR,CA,USA,1992,6,1,0,0,1,34.320171,-118.379646,91,DEST,CESSNA,152,1990.0,"30,763",7.3
128,LAX92FA241,6/9/1992,BIG SUR,CA,USA,1992,6,3,0,0,3,36.079654,-121.59960900000002,91,DEST,CESSNA,172P,1990.0,"30,763",7.3
129,LAX92FA242,6/11/1992,CHINO HILLS,CA,USA,1992,6,3,0,0,3,33.939399,-117.720924,91,DEST,CESSNA,172I,1990.0,"30,763",7.3
130,LAX92FA257,6/23/1992,SEDONA,AZ,USA,1992,6,2,0,1,3,34.939006,-111.94008600000001,91,DEST,WACO,UPF-7,1990.0,"30,763",7.3
131,LAX92FA260,6/24/1992,MONTEREY,CA,USA,1992,6,3,0,0,3,36.600254,-121.88078300000001,91,DEST,CESSNA,421B,1990.0,"30,763",7.3
132,LAX92FA271,6/30/1992,CHATSWORTH,CA,USA,1992,6,2,0,0,2,34.280395,-118.609954,91,DEST,HOLMES-SALLEY/STARDUSTER TOO,SA300,1990.0,"30,763",7.3
133,MIA92GA134,6/9/1992,LIVE OAK,FL,USA,1992,6,1,0,1,2,30.269899,-83.039428,91,SUBS,CESSNA,U206-F,1990.0,"30,763",7.3
134,MIA92LA144,6/30/1992,HOMESTEAD,FL,USA,1992,6,1,0,0,1,25.48945,-80.50936800000001,91,DEST,"DOFKA, MARTIN F.",KR-2,1990.0,"30,763",7.3
135,NYC92FA093,6/1/1992,BROOKEVILLE,MD,USA,1992,6,3,0,1,7,39.17094,-77.04940699999999,91,DEST,CESSNA,172N,1990.0,"30,763",7.3
136,NYC92FA103,6/9/1992,REYNOLDSVILLE,PA,USA,1992,6,1,0,1,2,41.09061,-78.880142,91,SUBS,CESSNA,180G,1990.0,"30,763",7.3
137,NYC92FA133,6/29/1992,PLEASANT MOUNT,PA,USA,1992,6,1,0,1,2,41.729061,-75.430633,91,DEST,CESSNA,152,1990.0,"30,763",7.3
138,NYC92LA099,6/7/1992,BOONVILLE,NY,USA,1992,6,1,0,0,1,43.480284999999995,-75.33093199999999,91,SUBS,MURDOCK/GATES/FIELD,KOLB MK-III,1990.0,"30,763",7.3
139,SEA92FA116,6/3/1992,MOXEE CITY,WA,USA,1992,6,3,0,0,3,46.520153,-120.19949299999999,91,DEST,CESSNA,TR182,1990.0,"30,763",7.3
140,SEA92FA130,6/20/1992,PROSSER,WA,USA,1992,6,1,0,0,1,46.119754,-119.679534,91,SUBS,CHAMPION,7GCBC,1990.0,"30,763",7.3
141,SEA92FA140,6/29/1992,BALLANTINE,MT,USA,1992,6,1,0,0,1,45.890861,-108.089859,91,DEST,BEECH,A36TC,1990.0,"30,763",7.3
142,SEA92LA129,6/18/1992,WOODLAND,WA,USA,1992,6,1,0,0,1,45.939601,-122.670249,91,DEST,WILLIAM BOVARD,GLASAIR,1990.0,"30,763",7.3
143,ANC92LA115,7/29/1992,YAKUTAT,AK,USA,1992,7,1,0,0,1,59.509403000000006,-139.710998,91,DEST,CESSNA,207,1990.0,"30,763",7.3
144,ATL92FA138,7/15/1992,AUBURN,AL,USA,1992,7,2,0,0,2,32.58937,-85.480476,91,DEST,KORY G. CORNUM,SH-3R,1990.0,"30,763",7.3
145,BFO92FA088,7/6/1992,BOWLING GREEN,KY,USA,1992,7,3,0,0,3,37.000598,-86.420608,91,DEST,PIPER,PA-34-200T,1990.0,"30,763",7.3
146,BFO92FA093,7/9/1992,PORTLAND,ME,USA,1992,7,1,1,0,2,39.099914,-94.589813,91,SUBS,CESSNA,U206F,1990.0,"30,763",7.3
147,BFO92FA095,7/9/1992,SLATINGTON,PA,USA,1992,7,1,0,0,1,40.74945,-75.609207,91,DEST,AERONCA,7EC,1990.0,"30,763",7.3
148,CHI92FA195,7/3/1992,OCONTO FALLS,WI,USA,1992,7,1,0,0,1,44.870182,-88.140586,91,DEST,MOONEY,M20K,1990.0,"30,763",7.3
149,CHI92FA219,7/30/1992,OSHKOSH,WI,USA,1992,7,1,0,0,1,44.060928000000004,-88.540328,91,SUBS,Teal,TSC-1A2,1990.0,"30,763",7.3
150,CHI92FA220,7/31/1992,NORTHWOOD,ND,USA,1992,7,3,0,0,3,47.729946000000005,-97.559989,91,DEST,Beech,V35B,1990.0,"30,763",7.3
151,CHI92LA196,7/4/1992,NAPOLEON,ND,USA,1992,7,2,0,0,2,46.500923,-99.759429,91,DEST,LUSCOMBE,8E,1990.0,"30,763",7.3
152,CHI92LA198,7/5/1992,DWIGHT,IL,USA,1992,7,1,0,0,2,41.089927,-88.420043,91,,CESSNA,177B,1990.0,"30,763",7.3
153,DEN92FA076,7/23/1992,MANVILLE,WY,USA,1992,7,4,0,0,4,42.770469,-104.60984,91,DEST,AERO COMMANDER,560-F,1990.0,"30,763",7.3
154,DEN92FA077,7/24/1992,FAIRPLAY,CO,USA,1992,7,1,1,1,3,39.21965,-105.800575,91,DEST,CESSNA,172RG,1990.0,"30,763",7.3
155,DEN92FA078,8/1/1992,RUIDOSO,NM,USA,1992,8,2,0,0,2,33.349909999999994,-105.680549,91,DEST,CESSNA,337A,1990.0,"30,763",7.3
156,FTW92FA180,7/17/1992,TOOL,TX,USA,1992,7,1,0,0,1,32.429988,-96.220413,91,DEST,PIPER,PA-28R-201T,1990.0,"30,763",7.3
