,ntsb_no_x,ev_date,ev_city,ev_state,ev_country,ev_year,ev_month,inj_tot_f,inj_tot_m,inj_tot_s,inj_tot_t,dec_latitude,dec_longitude,far_part,damage,acft_make,acft_model,Year,Hours,Accidents
1557,ATL87FA104,4/3/1987,RHINE,GA,USA,1987,4,1,0,0,1,31.979984,-83.199958,91,DEST,PIPER,PA-28R-201,1990.0,"30,763",7.3
1558,ATL87FA111,4/12/1987,SHARPSBURG,GA,USA,1987,4,1,0,1,2,33.380798,-84.649436,91,DEST,AERONCA,7AC,1990.0,"30,763",7.3
1559,ATL87FA122,4/22/1987,LEESBURG,GA,USA,1987,4,1,0,0,1,31.730571,-84.170417,91,DEST,BEECH,D-55,1990.0,"30,763",7.3
1560,ATL87FA130,4/29/1987,KENNESAW,GA,USA,1987,4,2,0,0,2,34.020484,-84.609222,91,DEST,CESSNA,182R,1990.0,"30,763",7.3
1561,ATL87FA130,4/29/1987,KENNESAW,GA,USA,1987,4,2,0,0,2,34.020484,-84.609222,91,DEST,CESSNA,172P,1990.0,"30,763",7.3
1562,BFO87FA031,4/21/1987,SALISBURY,MD,USA,1987,4,1,0,0,1,38.37984,-75.639801,91,DEST,PIPER,PA-24-250,1990.0,"30,763",7.3
1563,CHI87DEE08,4/18/1987,KANKAKEE,IL,USA,1987,4,1,0,0,1,41.109668,-87.86071,91,DEST,Bede Aircraft,BD5 A-B,1990.0,"30,763",7.3
1564,CHI87FA114,4/16/1987,WEST POINT,IN,USA,1987,4,1,0,0,1,40.679012,-87.420005,91,DEST,CESSNA,182G,1990.0,"30,763",7.3
1565,DCA87MA024,4/9/1987,TRAVIS AFB,CA,USA,1987,4,5,0,0,5,38.279914,-121.920974,91,DEST,LOCKHEED,L-382G,1990.0,"30,763",7.3
1566,DEN87FA090,4/7/1987,BERTHOLD,ND,USA,1987,4,1,0,0,1,48.309158000000004,-101.729598,91,DEST,BELLANCA,7GCBC,1990.0,"30,763",7.3
1567,DEN87FA103,4/18/1987,ELLICOTT,CO,USA,1987,4,1,0,0,1,39.030738,-104.289535,91,DEST,CESSNA,172 M,1990.0,"30,763",7.3
1568,FTW87DRG01,4/11/1987,COLEMAN,TX,USA,1987,4,1,0,0,1,31.829871999999998,-99.420158,91,DEST,DAVIS,PITTS S-1S,1990.0,"30,763",7.3
1569,FTW87FA105,4/25/1987,EAGLE LAKE,TX,USA,1987,4,2,0,0,2,29.579977000000003,-96.31946500000001,91,DEST,GRUMMAN,AA-5B,1990.0,"30,763",7.3
1570,LAX87DVA06,4/25/1987,SHAFTER,CA,USA,1987,4,1,0,0,1,35.489379,-119.300918,91,DEST,NORTH AMERICAN,F-86F,1990.0,"30,763",7.3
1571,LAX87FA172,4/10/1987,MALIBU,CA,USA,1987,4,2,0,2,4,34.059959,-118.80963100000001,91,DEST,PIPER,PA-28-161,1990.0,"30,763",7.3
1572,LAX87FA196,4/30/1987,NEWHALL,CA,USA,1987,4,1,0,0,1,34.360233,-118.469123,91,SUBS,PIPER,PA-28-181,1990.0,"30,763",7.3
1573,LAX87LA169,4/5/1987,NEEDLES,CA,USA,1987,4,2,0,0,2,34.780158,-114.590934,91,DEST,CESSNA,182Q,1990.0,"30,763",7.3
1574,LAX87LA189,4/24/1987,LIHUE,HI,USA,1987,4,4,0,0,4,21.969375,-159.349227,91,DEST,CESSNA,172N,1990.0,"30,763",7.3
1575,MIA87FA135,4/17/1987,FLORIDA CITY,FL,USA,1987,4,1,0,0,1,25.270389,-80.629486,91,DEST,PIPER,PA-28-181,1990.0,"30,763",7.3
1576,MIA87FA150,4/28/1987,HOLLANDALE,MS,USA,1987,4,1,0,1,2,33.170967,-90.849441,91,DEST,PIPER,PA-11,1990.0,"30,763",7.3
1577,MKC87FA077,4/12/1987,COUNCIL BLUFFS,IA,USA,1987,4,1,0,0,1,41.240734,-95.84925,91,DEST,CESSNA,150-H,1990.0,"30,763",7.3
1578,MKC87FA078,4/12/1987,NIXA,MO,USA,1987,4,2,0,0,2,37.039379,-93.289749,91,DEST,LAKE,LA-4-200,1990.0,"30,763",7.3
1579,MKC87FA085,4/20/1987,MARION,IA,USA,1987,4,2,0,0,2,42.030681,-91.580993,91,SUBS,CESSNA,152,1990.0,"30,763",7.3
1580,MKC87FA087,4/22/1987,OGDEN,IA,USA,1987,4,2,0,0,2,42.030033,-94.020668,91,DEST,PIPER,PA-32-300,1990.0,"30,763",7.3
1581,MKC87FA092,4/26/1987,VALLEY,NE,USA,1987,4,2,0,0,2,41.310188000000004,-96.339187,91,DEST,PIPER,PA-28-181,1990.0,"30,763",7.3
1582,MKC87FA094,4/29/1987,NEELYVILLE,MO,USA,1987,4,2,0,0,2,36.549095,-90.510269,91,DEST,PIPER,PA-28-140,1990.0,"30,763",7.3
1583,NYC87FA119,4/11/1987,FERGUSON TWNSHP,PA,USA,1987,4,4,0,0,4,40.789328999999995,-77.85078399999999,91,DEST,CESSNA,172N,1990.0,"30,763",7.3
1584,NYC87FA126,4/17/1987,PLEASANTVILLE,NY,USA,1987,4,1,0,0,2,41.130161,-73.780784,91,DEST,BEECH,58P,1990.0,"30,763",7.3
1585,ATL87FA132,5/3/1987,GEORGIANA,AL,USA,1987,5,2,0,0,2,31.629023999999998,-86.740493,91,DEST,AERONCA,7BCM,1990.0,"30,763",7.3
1586,ATL87FA135,5/10/1987,AVON,OH,USA,1987,5,3,0,0,3,41.450691,-82.019409,91,DEST,BEECH,35,1990.0,"30,763",7.3
1587,ATL87FA136,5/10/1987,COLLIERVILLE,TN,USA,1987,5,2,0,0,2,35.050788,-89.670364,91,DEST,PIPER,J4A,1990.0,"30,763",7.3
1588,ATL87FA142,5/18/1987,OXFORD,OH,USA,1987,5,4,0,0,4,39.50072,-84.739807,91,DEST,CESSNA,T337G,1990.0,"30,763",7.3
1589,ATL87LA143,5/19/1987,BIRMINGHAM,AL,USA,1987,5,0,0,0,2,33.610393,-86.759498,91,MINR,BEECH,B100,1990.0,"30,763",7.3
1590,BFO87FA037,5/17/1987,ELKTON,MD,USA,1987,5,1,0,0,1,39.599361,-75.820465,91,DEST,CESSNA,150M,1990.0,"30,763",7.3
1591,CHI87FA124,5/6/1987,INA,IL,USA,1987,5,1,0,0,1,38.149826000000004,-88.899459,91,DEST,CESSNA,152,1990.0,"30,763",7.3
1592,CHI87FA129,5/16/1987,SCOTTS,MI,USA,1987,5,2,0,0,2,42.190341,-85.40986600000001,91,DEST,CESSNA,A150K,1990.0,"30,763",7.3
1593,CHI87FA132,5/21/1987,FRANKLIN GROVE,IL,USA,1987,5,1,0,0,1,41.840305,-89.299438,91,DEST,JAUCH,COOT,1990.0,"30,763",7.3
1594,DCA87MA029,5/1/1987,ORLANDO,FL,USA,1987,5,4,0,0,4,28.539314,-81.36959,91,DEST,CESSNA,340A,1990.0,"30,763",7.3
1595,DCA87MA029,5/1/1987,ORLANDO,FL,USA,1987,5,4,0,0,4,28.539314,-81.36959,91,DEST,NORTH AMERICAN,SNJ-4,1990.0,"30,763",7.3
1596,DCA87MA031,5/12/1987,WEST MIFFLIN,PA,USA,1987,5,2,0,0,2,40.359809000000006,-79.90055799999999,91,DEST,LEARJET,35A,1990.0,"30,763",7.3
1597,DEN87FA121,5/10/1987,TATUM,NM,USA,1987,5,2,0,0,2,33.250778000000004,-103.310325,91,DEST,NORTH AMERICAN,T-28D,1990.0,"30,763",7.3
1598,DEN87FA130,5/20/1987,CODY,WY,USA,1987,5,3,0,0,3,44.51052,-109.049476,91,DEST,PIPER,PA-31T-620II,1990.0,"30,763",7.3
1599,FTW87FA123,5/23/1987,PORTER,OK,USA,1987,5,2,0,0,2,35.859115,-95.520767,91,DEST,PIPER,PA-32R-301,1990.0,"30,763",7.3
1600,LAX87FA212,5/25/1987,LOS GATOS,CA,USA,1987,5,1,0,0,1,37.22005,-121.989616,91,DEST,ROCKWELL,114,1990.0,"30,763",7.3
1601,LAX87FA213,5/22/1987,TEHACHAPI,CA,USA,1987,5,4,0,0,4,35.119403000000005,-118.510581,91,DEST,CESSNA,P206,1990.0,"30,763",7.3
1602,MKC87FA103,5/9/1987,DELIA,KS,USA,1987,5,2,0,0,2,39.229156,-95.960914,91,DEST,CHAMPION,7EC,1990.0,"30,763",7.3
1603,MKC87FA106,5/21/1987,SIOUX CITY,IA,USA,1987,5,3,0,0,3,42.499621999999995,-96.39022,91,DEST,PIPER,PA-28R-180,1990.0,"30,763",7.3
1604,SEA87FA100,5/24/1987,RITZVILLE,WA,USA,1987,5,3,0,0,6,47.06977,-118.46941299999999,91,DEST,CESSNA,172,1990.0,"30,763",7.3
1605,SEA87FA100,5/24/1987,RITZVILLE,WA,USA,1987,5,3,0,0,6,47.06977,-118.46941299999999,91,SUBS,PIPER,PA-28-180,1990.0,"30,763",7.3
1606,SEA87FA102,5/26/1987,BATTLE MOUNTAIN,NV,USA,1987,5,3,0,0,3,40.470958,-117.02937299999999,91,DEST,SOCATA,TB10,1990.0,"30,763",7.3
1607,SEA87LA089,5/8/1987,GLENEDEN BEACH,OR,USA,1987,5,2,0,0,2,44.880195,-124.03026499999999,91,DEST,WOEHRLE,FLUT-R-BUG SA6B,1990.0,"30,763",7.3
1608,ATL87DEI06,6/25/1987,WADSWORTH,OH,USA,1987,6,2,0,0,2,41.019676000000004,-81.73059,91,DEST,STEEN,SKYBOLT,1990.0,"30,763",7.3
1609,ATL87FA160,6/8/1987,PLEASANT VIEW,TN,USA,1987,6,1,1,0,2,36.369040999999996,-87.039413,91,DEST,Globe,GLOBE GC-1A,1990.0,"30,763",7.3
1610,ATL87FA168,6/16/1987,BOWLING GREEN,KY,USA,1987,6,4,0,0,4,36.999794,-86.419738,91,DEST,CESSNA,205C,1990.0,"30,763",7.3
1611,ATL87FA174,6/19/1987,ASHEVILLE,NC,USA,1987,6,1,0,0,1,35.589462,-82.55905899999999,91,DEST,PIPER,PA-28R-200,1990.0,"30,763",7.3
1612,ATL87FA187,6/25/1987,AUGUSTA,GA,USA,1987,6,1,0,1,2,33.470977000000005,-82.080924,91,DEST,BEECH,V35A,1990.0,"30,763",7.3
1613,ATL87FA189,6/26/1987,JESUP,GA,USA,1987,6,4,0,0,4,31.660734,-81.930145,91,DEST,PIPER,PA-28-180,1990.0,"30,763",7.3
1614,BFO87DIG06,6/20/1987,EASTON,MD,USA,1987,6,1,0,0,1,38.770675,-76.06005,91,DEST,STRIPLIN,SKY RANGER,1990.0,"30,763",7.3
1615,CHI87DEM09,6/26/1987,LUDINGTON,MI,USA,1987,6,2,0,0,2,43.95016,-86.439208,91,DEST,NORTH AMERICAN,P-51D,1990.0,"30,763",7.3
1616,CHI87DEP06,6/4/1987,REDGRANITE,WI,USA,1987,6,1,0,0,1,44.050899,-89.100135,91,DEST,ZANK,CHALLENGER II,1990.0,"30,763",7.3
1617,CHI87DET07,6/21/1987,ROLLING PRAIRIE,IN,USA,1987,6,1,0,0,1,41.679373999999996,-86.59912800000001,91,DEST,MCENTEE,STITSPLAYMATE SA-11A,1990.0,"30,763",7.3
1618,CHI87FA140,6/7/1987,MIDDLETON,WI,USA,1987,6,4,0,0,4,43.099258,-89.500328,91,DEST,GRUMMAN AMERICAN,AA-5,1990.0,"30,763",7.3
1619,CHI87FA149,6/20/1987,TOMAH,WI,USA,1987,6,2,0,1,3,43.979557,-90.5,91,DEST,CESSNA,172A,1990.0,"30,763",7.3
1620,CHI87FA151,6/20/1987,MARINE CITY,MI,USA,1987,6,2,0,0,2,42.709281,-82.489868,91,DEST,CESSNA,182D,1990.0,"30,763",7.3
1621,CHI87FA153,6/22/1987,MILWAUKEE,WI,USA,1987,6,2,0,0,2,42.979843,-87.89994,91,DEST,PIPER,PA-28R,1990.0,"30,763",7.3
1622,DEN87FA148,6/14/1987,BROOMFIELD,CO,USA,1987,6,2,0,1,3,39.940505,-105.06092,91,DEST,MOONEY,M20K,1990.0,"30,763",7.3
1623,DEN87FA159,6/24/1987,RESERVE,NM,USA,1987,6,1,0,0,1,33.70063,-108.76016899999999,91,DEST,MOONEY,M20A,1990.0,"30,763",7.3
1624,DEN87FA162,6/28/1987,CODY,WY,USA,1987,6,4,0,0,4,44.509246000000005,-109.04962900000001,91,DEST,CESSNA,421C,1990.0,"30,763",7.3
1625,FTW87DPA03,6/27/1987,ARLINGTON,TX,USA,1987,6,2,0,0,2,32.669521,-97.099456,91,DEST,ROLLINS,STARLITE,1990.0,"30,763",7.3
1626,FTW87FA139,6/10/1987,EL PASO,TX,USA,1987,6,2,0,0,2,31.799688,-106.360122,91,DEST,BEECH,V35A,1990.0,"30,763",7.3
1627,FTW87FA152,6/27/1987,MONAHANS,TX,USA,1987,6,1,0,0,1,31.539119,-102.839225,91,DEST,CHAMPION,7ECA,1990.0,"30,763",7.3
1628,FTW87MA133,6/3/1987,ARNETT,OK,USA,1987,6,1,0,0,1,36.130309999999994,-99.769889,91,DEST,CESSNA,P210R,1990.0,"30,763",7.3
1629,LAX87FA225,6/4/1987,CALIFORNIA CITY,CA,USA,1987,6,1,0,0,1,35.150172999999995,-117.92095900000001,91,DEST,DOUGLAS,A-4A,1990.0,"30,763",7.3
1630,LAX87FA234,6/15/1987,HUNTINGTON BCH,CA,USA,1987,6,1,0,4,5,33.71006,-118.039817,91,DEST,CESSNA,T210N,1990.0,"30,763",7.3
1631,LAX87LA353,6/8/1987,INDEPENDENCE,CA,USA,1987,6,1,0,0,1,36.829963,-118.240356,91,DEST,CESSNA,172P,1990.0,"30,763",7.3
1632,MIA87FA186,6/18/1987,PANAMA CITY,FL,USA,1987,6,2,0,0,2,30.200969,-85.66986800000001,91,DEST,BELLANCA,8GCBC,1990.0,"30,763",7.3
1633,MIA87FA187,6/18/1987,MERRITT ISLAND,FL,USA,1987,6,1,0,0,1,28.319482,-80.6809,91,DEST,MOONEY,M20J,1990.0,"30,763",7.3
1634,MIA87FA188,6/20/1987,ELLISVILLE,MS,USA,1987,6,1,0,1,2,31.590967,-89.200088,91,SUBS,CESSNA,172I,1990.0,"30,763",7.3
1635,MIA87FA189,6/20/1987,MIRAMAR,FL,USA,1987,6,2,0,0,2,25.989597,-80.220733,91,DEST,BEECH,23,1990.0,"30,763",7.3
1636,NYC87FA170,6/4/1987,MONTGOMERY,NY,USA,1987,6,2,0,0,2,41.520744,-74.23059,91,DEST,CESSNA,310Q,1990.0,"30,763",7.3
1637,NYC87FA192,6/26/1987,ELLENVILLE,NY,USA,1987,6,4,0,0,4,41.699481,-74.359306,91,DEST,CESSNA,182P,1990.0,"30,763",7.3
1638,ANC87FA097,7/14/1987,KASILOF,AK,USA,1987,7,1,1,0,2,60.279422,-151.26045200000002,91,SUBS,PIPER,PA-18,1990.0,"30,763",7.3
1639,ATL87FA209,7/13/1987,YANCEYVILLE,NC,USA,1987,7,1,0,0,1,36.399165999999994,-79.339721,91,DEST,CESSNA,152,1990.0,"30,763",7.3
1640,ATL87FA223,7/26/1987,CIRCLEVILLE,OH,USA,1987,7,2,0,0,2,39.599296,-82.929351,91,DEST,CESSNA,150G,1990.0,"30,763",7.3
1641,CHI87DEC04,7/4/1987,PONTIAC,MI,USA,1987,7,2,0,0,2,42.770561,-82.52951,91,DEST,BEECH,S35,1990.0,"30,763",7.3
1642,CHI87DER09,7/10/1987,BETHEL/MSP,MN,USA,1987,7,1,0,1,2,45.400259999999996,-93.260772,91,SUBS,GREAT LAKES ADAMS,2T-1,1990.0,"30,763",7.3
1643,CHI87DER11,7/24/1987,ELY,MN,USA,1987,7,1,0,0,1,47.900001,-91.849845,91,DEST,HENDRICKSON,POLLIWAGON,1990.0,"30,763",7.3
1644,CHI87FA162,7/12/1987,NEW BRIGHTON,MN,USA,1987,7,5,0,0,5,45.079409999999996,-93.189132,91,DEST,CESSNA,180,1990.0,"30,763",7.3
1645,CHI87FA177,7/29/1987,MORRIS,MN,USA,1987,7,2,0,0,2,45.58028,-95.899971,91,DEST,TAYLORCRAFT,BC12-D,1990.0,"30,763",7.3
1646,DEN87FA167,7/4/1987,MITCHELL,SD,USA,1987,7,1,0,0,1,43.729484,-98.03014300000001,91,DEST,MOONEY,M20F,1990.0,"30,763",7.3
1647,DEN87FA178,7/11/1987,HAYDEN,CO,USA,1987,7,3,0,0,3,40.479927,-107.259155,91,DEST,PIPER,PA-24-250,1990.0,"30,763",7.3
1648,DEN87FA186,7/17/1987,VAIL,CO,USA,1987,7,2,0,0,2,39.640552,-106.390274,91,DEST,MOONEY,M20E,1990.0,"30,763",7.3
1649,DEN87FA188,7/18/1987,COALDALE,CO,USA,1987,7,1,0,0,1,38.3502,-105.830467,91,SUBS,CESSNA,210,1990.0,"30,763",7.3
1650,DEN87LA170,7/5/1987,SNOWMASS,CO,USA,1987,7,2,0,0,2,39.329071,-106.980148,91,DEST,CHRISTIAN,EAGLE II,1990.0,"30,763",7.3
1651,DEN87MA168,7/5/1987,LAKESIDE,MT,USA,1987,7,10,0,0,10,47.990203,-114.269729,91,DEST,BEECH,D18S,1990.0,"30,763",7.3
1652,FTW87FA174,7/24/1987,CRYSTAL CITY,TX,USA,1987,7,1,0,1,2,28.680115999999998,-99.81953399999999,91,DEST,CESSNA,421C,1990.0,"30,763",7.3
1653,FTW87FA179,7/27/1987,KIRBYVILLE,TX,USA,1987,7,1,0,0,1,30.649225,-93.889945,91,DEST,STINSON,108-3,1990.0,"30,763",7.3
1654,LAX87DUJ06,7/3/1987,KIRKLAND,AZ,USA,1987,7,1,0,0,1,34.289134000000004,-112.660423,91,DEST,DAVIS,MIDGET MUSTANG,1990.0,"30,763",7.3
1655,LAX87FA257,7/7/1987,SANTA ROSA,CA,USA,1987,7,2,0,0,2,38.440956,-122.780433,91,DEST,BEECH,A60,1990.0,"30,763",7.3
1656,LAX87FA264,7/13/1987,FIREBAUGH,CA,USA,1987,7,2,0,0,2,36.849678000000004,-120.53978700000002,91,DEST,RYAN,ST3KR,1990.0,"30,763",7.3
1657,LAX87FA267,7/15/1987,MARINA DEL REY,CA,USA,1987,7,4,0,0,4,33.980940999999994,-118.459724,91,DEST,CESSNA,T210L,1990.0,"30,763",7.3
1658,MKC87FA131,7/8/1987,HOLDREGE,NE,USA,1987,7,2,0,0,2,40.44062,-99.370986,91,DEST,BELLANCA,8GCBC,1990.0,"30,763",7.3
1659,NYC87FA209,7/26/1987,POESTENKILL,NY,USA,1987,7,1,0,0,1,42.690853000000004,-73.559616,91,DEST,CESSNA,182,1990.0,"30,763",7.3
1660,SEA87FA129,7/4/1987,VASHON,WA,USA,1987,7,2,0,0,2,47.420604,-122.450157,91,DEST,CESSNA,150G,1990.0,"30,763",7.3
1661,SEA87FA135,7/12/1987,SITKA,AK,USA,1987,7,2,0,0,2,56.729312,-135.000396,91,DEST,MAULE,M-4-210C,1990.0,"30,763",7.3
1662,SEA87FA141,7/18/1987,CRYSTAL BAY,NV,USA,1987,7,4,0,0,4,39.22953,-119.99928200000001,91,DEST,BEECH,B200,1990.0,"30,763",7.3
1663,SEA87FA145,7/21/1987,AVERY,ID,USA,1987,7,2,0,0,2,47.170009,-115.80016299999998,91,DEST,CESSNA,T210N,1990.0,"30,763",7.3
1664,SEA87FA149,7/22/1987,ASHLAND,OR,USA,1987,7,4,0,0,4,42.149978000000004,-122.530426,91,DEST,AERO COMMANDER,560-A,1990.0,"30,763",7.3
1665,ANC87FA115,8/6/1987,COLDFOOT,AK,USA,1987,8,1,0,0,1,64.80986700000001,-147.719055,91,DEST,PIPER,PA-18A,1990.0,"30,763",7.3
1666,ANC87LA114,8/5/1987,CENTRAL,AK,USA,1987,8,1,0,1,2,65.470794,-145.19001699999998,91,SUBS,CHAMPION,7ECA,1990.0,"30,763",7.3
1667,ATL87DEK02,8/8/1987,LANCASTER,OH,USA,1987,8,1,0,0,1,39.720591999999996,-82.59098,91,DEST,ALLEN,PITTS SPECIAL S-1,1990.0,"30,763",7.3
1668,ATL87FA230,8/14/1987,OFFERMAN,GA,USA,1987,8,3,0,0,3,31.410448,-82.109268,91,DEST,PIPER,PA-28R-200,1990.0,"30,763",7.3
1669,ATL87FA234,8/19/1987,AURORA,NC,USA,1987,8,1,2,0,3,35.299175,-76.77967,91,DEST,PIPER,PA-28-140,1990.0,"30,763",7.3
1670,ATL87FA235,8/19/1987,CAMILIA,GA,USA,1987,8,1,0,0,1,31.220664000000003,-84.210899,91,DEST,CESSNA,172A,1990.0,"30,763",7.3
1671,ATL87FA243,8/28/1987,MIDDLEFIELD,OH,USA,1987,8,1,0,0,1,41.449192,-81.07010600000001,91,DEST,AERO COMMANDER,112,1990.0,"30,763",7.3
1672,ATL87FA244,8/29/1987,MURRAY,KY,USA,1987,8,1,0,0,1,36.610507,-88.310379,91,SUBS,CESSNA,150L,1990.0,"30,763",7.3
1673,BFO87FA056,8/17/1987,HEDGESVILLE,WV,USA,1987,8,2,0,0,2,39.549396,-77.990837,91,DEST,CESSNA,190,1990.0,"30,763",7.3
1674,CHI87FA195,8/23/1987,BAILEYVILLE,IL,USA,1987,8,3,0,0,3,42.179039,-89.589019,91,DEST,CESSNA,172,1990.0,"30,763",7.3
1675,CHI87FA197,8/30/1987,KENOSHA,WI,USA,1987,8,2,0,0,2,42.579677000000004,-87.849075,91,DEST,AERONCA,7AC,1990.0,"30,763",7.3
1676,CHI87FA198,8/30/1987,MARTINSVILLE,IN,USA,1987,8,2,0,0,2,39.420291,-86.41990600000001,91,SUBS,BEECH,B35,1990.0,"30,763",7.3
1677,DCA87MA046,8/17/1987,ROMULUS,MI,USA,1987,8,154,0,1,162,42.229625,-83.389617,121,DEST,MCDONNELL DOUGLAS,DC-9-82,1990.0,"30,763",7.3
1678,DEN87DTK01,8/21/1987,ABERDEEN,SD,USA,1987,8,1,0,0,1,45.460746,-98.480964,91,DEST,BUSHBY,MUSTANG II,1990.0,"30,763",7.3
1679,DEN87FA213,8/8/1987,LAST CHANCE,CO,USA,1987,8,1,0,0,1,40.249095000000004,-103.630119,91,DEST,PIPER,PA28-140,1990.0,"30,763",7.3
1680,DEN87FA216,8/13/1987,BOZEMAN,MT,USA,1987,8,1,0,0,1,45.770198,-110.929534,91,DEST,GREAT LAKES,2T-1A,1990.0,"30,763",7.3
1681,DEN87FA218,8/16/1987,SWITZ CITY,IN,USA,1987,8,2,0,2,4,39.030319,-87.050354,91,DEST,CESSNA,172C,1990.0,"30,763",7.3
1682,DEN87FA219,8/17/1987,MILNER,CO,USA,1987,8,3,0,0,3,40.490901,-106.830696,91,DEST,CESSNA,182P,1990.0,"30,763",7.3
1683,DEN87FA226,8/24/1987,CUBERO,NM,USA,1987,8,1,0,0,1,35.079254,-107.510894,91,DEST,CESSNA,172RG,1990.0,"30,763",7.3
1684,FTW87FA183,8/1/1987,KOKOMO,IN,USA,1987,8,1,0,0,1,40.530403,-86.169151,91,DEST,PIPER,PA-24-250,1990.0,"30,763",7.3
1685,FTW87FA184,8/1/1987,IMPERIAL,TX,USA,1987,8,1,3,2,6,31.270936,-102.69023100000001,91,DEST,PIPER,PA-23-250,1990.0,"30,763",7.3
1686,FTW87FA206,8/23/1987,LISSIE,TX,USA,1987,8,3,0,0,3,29.520465,-96.220741,91,DEST,CESSNA,U206G,1990.0,"30,763",7.3
1687,FTW87FA206,8/23/1987,LISSIE,TX,USA,1987,8,3,0,0,3,29.520465,-96.220741,91,DEST,PIPER,PA-34-200,1990.0,"30,763",7.3
1688,LAX87DUG07,8/21/1987,REDLANDS,CA,USA,1987,8,2,0,0,2,34.000735999999996,-117.119628,91,DEST,QUICKIE,Q-200,1990.0,"30,763",7.3
1689,LAX87DUM05,8/23/1987,RAMONA,CA,USA,1987,8,1,0,0,1,33.07059,-116.82968899999999,91,DEST,SAWYER,DF-9,1990.0,"30,763",7.3
1690,LAX87FA286,8/1/1987,OAKDALE,CA,USA,1987,8,2,0,0,2,37.800354,-120.739326,91,DEST,LUSCOMBE,8A,1990.0,"30,763",7.3
1691,LAX87FA298,8/8/1987,NEWPORT BEACH,CA,USA,1987,8,1,0,0,1,33.609306,-117.890731,91,SUBS,CESSNA,150M,1990.0,"30,763",7.3
1692,LAX87FA300,8/9/1987,SPRINGVILLE,CA,USA,1987,8,1,0,1,2,36.1706,-118.70086599999999,91,DEST,Globe,GC-1B,1990.0,"30,763",7.3
1693,LAX87FA309,8/23/1987,SALTON CITY,CA,USA,1987,8,2,0,0,2,33.479061,-116.100715,91,DEST,BEECH,C-55,1990.0,"30,763",7.3
1694,MIA87FA236,8/31/1987,OPA LOCKA,FL,USA,1987,8,1,0,0,3,25.909736,-80.269233,91,SUBS,CESSNA,152,1990.0,"30,763",7.3
1695,MKC87FA159,8/8/1987,MAQUOKETA,IA,USA,1987,8,1,0,0,1,42.059013,-90.659301,91,DEST,PIPER,PA-28-151,1990.0,"30,763",7.3
1696,MKC87FA161,8/15/1987,SOLON SPRINGS,WI,USA,1987,8,2,0,1,3,46.339248,-91.82043399999999,91,DEST,PIPER,PA-22-150,1990.0,"30,763",7.3
1697,MKC87FA165,8/22/1987,BATESVILLE,AR,USA,1987,8,3,0,0,3,35.760298999999996,-91.620025,91,DEST,PIPER,PA-22-150,1990.0,"30,763",7.3
1698,MKC87FA169,8/26/1987,KANORADO,KS,USA,1987,8,1,0,0,1,38.899459,-97.10968000000001,91,DEST,PIPER,PA-24-260,1990.0,"30,763",7.3
1699,NYC87FA240,8/28/1987,KINGS POINT,NY,USA,1987,8,1,0,0,1,40.820045,-73.740249,91,DEST,PIPER,PA-28RT-201T,1990.0,"30,763",7.3
1700,NYC87FA241,8/28/1987,SELINSGROVE,PA,USA,1987,8,3,0,0,3,40.800537,-76.859802,91,DEST,PIPER,PA-23-160,1990.0,"30,763",7.3
1701,SEA87FA158,8/6/1987,LAS VEGAS,NV,USA,1987,8,1,0,0,1,47.629946999999994,-122.36972,91,DEST,CESSNA,150J,1990.0,"30,763",7.3
1702,SEA87FA165,8/16/1987,BELLEVUE,WA,USA,1987,8,1,0,1,2,47.620086,-122.159255,91,DEST,FLEET,16B,1990.0,"30,763",7.3
1703,SEA87FA166,8/17/1987,KETTLE FALLS,WA,USA,1987,8,1,0,2,3,48.74018,-118.090553,91,DEST,CESSNA,172RG,1990.0,"30,763",7.3
1704,SEA87FA178,8/28/1987,CHELAN,WA,USA,1987,8,1,0,0,1,47.890578999999995,-119.99079099999999,91,DEST,PIPER,PA-20,1990.0,"30,763",7.3
1705,SEA87LA174,8/23/1987,TWIN FALLS,ID,USA,1987,8,1,0,0,1,42.409221,-114.590469,91,DEST,LUTZ,FLYING DUTCHMAN,1990.0,"30,763",7.3
1706,ANC87LA142,9/5/1987,MCGRATH,AK,USA,1987,9,1,0,0,1,63.609184,-154.780212,91,DEST,PIPER,PA-18,1990.0,"30,763",7.3
1707,ATL87DKG06,9/3/1987,BROOKS,GA,USA,1987,9,1,0,0,1,33.290981,-84.449508,91,DEST,PITTS,S-1,1990.0,"30,763",7.3
1708,ATL87FA248,9/4/1987,LIMA,OH,USA,1987,9,1,0,0,1,40.709072,-84.06017299999999,91,DEST,CESSNA,182,1990.0,"30,763",7.3
1709,ATL87FA262,9/25/1987,DEMOPOLIS,AL,USA,1987,9,2,0,0,2,32.499855,-87.829368,91,DEST,PIPER,PA-31-350,1990.0,"30,763",7.3
1710,ATL87FA268,9/30/1987,MANTEO,NC,USA,1987,9,5,0,0,5,35.889967999999996,-75.659492,91,DEST,BEECH,95-B55,1990.0,"30,763",7.3
1711,BFO87FA062,9/5/1987,CABIN,WV,USA,1987,9,2,0,2,4,38.990215,-79.199699,91,DEST,CESSNA,172P,1990.0,"30,763",7.3
1712,CHI87FA219,9/22/1987,ROCKFORD,IL,USA,1987,9,1,0,0,1,42.270472999999996,-89.06060699999999,91,DEST,BEECH,H-18,1990.0,"30,763",7.3
